Vendedor;Cliente;Venda;Data;Valor;
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1648";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1647";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1646";"20/02/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1645";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1644";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1643";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1642";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1641";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1640";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1639";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1638";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1637";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1636";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1635";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1634";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1633";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1632";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1631";"16/02/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1630";"16/02/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1629";"16/02/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1628";"10/02/2025";"R$ 4000,00";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1627";"05/02/2025";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1626";"05/02/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1625";"05/02/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 1624";"05/02/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1623";"05/02/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1622";"05/02/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1621";"05/02/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1620";"05/02/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1619";"05/02/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1618";"05/02/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 1617";"05/02/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1616";"01/02/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1615";"01/02/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1614";"01/02/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 1613";"01/02/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1612";"01/02/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 1611";"01/02/2025";"R$ 14340,00";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1610";"01/02/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1609";"01/02/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1608";"01/02/2025";"R$ 2000,00";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1607";"01/02/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1606";"01/02/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1605";"01/02/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1604";"01/02/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1603";"01/02/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1602";"01/02/2025";"R$ 2929,85";
Rodrigo;"ASFRETE";"Venda 1601";"20/01/2025";"R$ 56762,50";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1600";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1599";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1598";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1597";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1596";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1595";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1594";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1593";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1592";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1591";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1590";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1589";"20/01/2025";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1588";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1587";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1586";"20/01/2025";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1585";"20/01/2025";"R$ 42064,00";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1584";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1583";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1582";"20/01/2025";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1581";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1580";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1579";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1578";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1577";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1576";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1575";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1574";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1573";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1572";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1571";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1570";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1569";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1568";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1567";"16/01/2025";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1566";"16/01/2025";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1565";"16/01/2025";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1564";"10/01/2025";"R$ 4000,00";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1563";"05/01/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1562";"05/01/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1561";"05/01/2025";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1560";"05/01/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1559";"05/01/2025";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1558";"05/01/2025";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1557";"05/01/2025";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1556";"05/01/2025";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 1555";"05/01/2025";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 1554";"05/01/2025";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1553";"05/01/2025";"R$ 776,75";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1552";"01/01/2025";"R$ 2929,85";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1551";"01/01/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1550";"01/01/2025";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 1549";"01/01/2025";"R$ 14340,00";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1548";"01/01/2025";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1547";"01/01/2025";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1546";"01/01/2025";"R$ 2000,00";
Rodrigo;"POSTO MIRIAN 10";"Venda 1545";"01/01/2025";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1544";"01/01/2025";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1543";"01/01/2025";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1542";"01/01/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1541";"01/01/2025";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1540";"01/01/2025";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1539";"01/01/2025";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1538";"01/01/2025";"R$ 2929,85";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1537";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1536";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1535";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1534";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1533";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1532";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1531";"20/12/2024";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1530";"20/12/2024";"R$ 42064,00";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1529";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1528";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1527";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1526";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1525";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1524";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1523";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1522";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1521";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1520";"20/12/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1519";"20/12/2024";"R$ 3157,54";
Rodrigo;"ASFRETE";"Venda 1518";"18/12/2024";"R$ 56762,50";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1517";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1516";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1515";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1514";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1513";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1512";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1511";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1510";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1509";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1508";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1507";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1506";"16/12/2024";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1505";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1504";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1503";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1502";"16/12/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1501";"16/12/2024";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1500";"10/12/2024";"R$ 4000,00";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1499";"05/12/2024";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1498";"05/12/2024";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1497";"05/12/2024";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1496";"05/12/2024";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1495";"05/12/2024";"R$ 776,75";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1494";"05/12/2024";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1493";"05/12/2024";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1492";"05/12/2024";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 1491";"05/12/2024";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1490";"05/12/2024";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 1489";"05/12/2024";"R$ 776,75";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1488";"01/12/2024";"R$ 2929,85";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1487";"01/12/2024";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 1486";"01/12/2024";"R$ 14340,00";
Rodrigo;"POSTO MIRIAN 10";"Venda 1485";"01/12/2024";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1484";"01/12/2024";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1483";"01/12/2024";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1482";"01/12/2024";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1481";"01/12/2024";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1480";"01/12/2024";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1479";"01/12/2024";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1478";"01/12/2024";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1477";"01/12/2024";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1476";"01/12/2024";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1475";"01/12/2024";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1474";"01/12/2024";"R$ 2000,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1473";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1472";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1471";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1470";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1469";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1468";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1467";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1466";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1465";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1464";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1463";"20/11/2024";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1462";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1461";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1460";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1459";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1458";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1457";"20/11/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1456";"20/11/2024";"R$ 3157,54";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1455";"20/11/2024";"R$ 42064,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1454";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO PARANAGUA I LTDA";"Venda 1453";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO PORTO FRANCO";"Venda 1452";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO SORRISO LTDA";"Venda 1451";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO CUIABA LTDA";"Venda 1450";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO JATAI INDUSTRIAL LTDA";"Venda 1449";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1448";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO CUBATAO LTDA - ME";"Venda 1447";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO MANGUEIRAS LTDA";"Venda 1446";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1445";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO SAO JOSE DOS PINHAIS LTDA";"Venda 1444";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO TREVO JATAI LTDA - ME";"Venda 1443";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO ITAITUBA KM 30 LTDA";"Venda 1442";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO RONDONOPOLIS LTDA";"Venda 1441";"16/11/2024";"R$ 776,75";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1440";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO PRIMAVERA LTDA";"Venda 1439";"16/11/2024";"R$ 776,75";
Rodrigo;"POSTO ALDO MARINGA LTDA";"Venda 1438";"16/11/2024";"R$ 776,75";
Rodrigo;"GA SERVICE - GESTAO ADIMINISTRATIVA LTDA";"Venda 1437";"10/11/2024";"R$ 4000,00";
Rodrigo;"POSTO ALDO BARCARENA";"Venda 1436";"05/11/2024";"R$ 35850,00";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1435";"05/11/2024";"R$ 776,75";
Rodrigo;"MIRIAN 11";"Venda 1434";"05/11/2024";"R$ 776,75";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1433";"05/11/2024";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1432";"05/11/2024";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1431";"05/11/2024";"R$ 776,75";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1430";"05/11/2024";"R$ 776,75";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1429";"05/11/2024";"R$ 776,75";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1428";"05/11/2024";"R$ 776,75";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1427";"05/11/2024";"R$ 776,75";
Rodrigo;"POSTO MIRIAN 10";"Venda 1426";"05/11/2024";"R$ 776,75";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1425";"05/11/2024";"R$ 776,75";
Rodrigo;"MIRIAN JI-PARANA AUTO POSTO LTDA";"Venda 1424";"01/11/2024";"R$ 2929,85";
Rodrigo;"MIRIAN JARAGUARI AUTO POSTO LTDA";"Venda 1423";"01/11/2024";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN 10";"Venda 1422";"01/11/2024";"R$ 2929,85";
Rodrigo;"MIRIAN 11";"Venda 1421";"01/11/2024";"R$ 2929,85";
Rodrigo;"MIRIAN VARZEA GRANDE AUTO POSTO LTDA";"Venda 1420";"01/11/2024";"R$ 2929,85";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M2";"Venda 1419";"01/11/2024";"R$ 2929,85";
Rodrigo;"MIRIAN ITAITUBA AUTO POSTO LTDA";"Venda 1418";"01/11/2024";"R$ 2929,85";
Rodrigo;"MIRIAN CANDEIAS AUTO POSTO COMERCIO DE COMBUSTIVEIS LUBRIFICANTES E GAS";"Venda 1417";"01/11/2024";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA AUTO POSTO LTDA";"Venda 1416";"01/11/2024";"R$ 2929,85";
Rodrigo;"POSTO MIRIAN BARCARENA";"Venda 1415";"01/11/2024";"R$ 2929,85";
Rodrigo;"MIRIAN MATUPA BANDEIRANTES AUTO POSTO LTDA";"Venda 1414";"01/11/2024";"R$ 2929,85";
Rodrigo;"IB3 TI";"Venda 1413";"01/11/2024";"R$ 14340,00";
Rodrigo;"AUTO POSTO IRMÃOS BATISTA LTDA - M1";"Venda 1412";"01/11/2024";"R$ 2929,85";
Rodrigo;"MIRIAN MIRITITUBA AUTO POSTO LTDA";"Venda 1411";"01/11/2024";"R$ 2929,85";
Rodrigo;"TRANSPORTADORA BATISTA LTDA";"Venda 1410";"01/11/2024";"R$ 2000,00";
Rodrigo;"POSTO ALDO SAO LUIS";"Venda 1409";"20/10/2024";"R$ 3157,54";
Rodrigo;"ALDO RODOVIA DOS IMIGRANTES LTDA";"Venda 1408";"20/10/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO BARREIRAS LTDA";"Venda 1407";"20/10/2024";"R$ 3157,54";
Rodrigo;"POSTO ALDO LINHO LTDA";"Venda 1406";"20/10/2024";"R$ 3157,54";
